1.6310 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
111.3397 	EXP 	New trial (rep=61, index=0): None
111.3417 	DATA 	Keypress: up
111.3513 	EXP 	fixation: autoDraw = False
111.3513 	EXP 	grating: autoDraw = False
111.3513 	EXP 	grating: ori = 2.0
111.3513 	EXP 	fixation: autoDraw = True
112.3513 	EXP 	fixation: autoDraw = False
112.3513 	EXP 	grating: autoDraw = True
112.6514 	EXP 	grating: autoDraw = False
113.1060 	EXP 	New trial (rep=62, index=0): None
113.1079 	DATA 	Keypress: up
113.1180 	EXP 	fixation: autoDraw = False
113.1180 	EXP 	grating: autoDraw = False
113.1180 	EXP 	grating: ori = -2.0
113.1180 	EXP 	fixation: autoDraw = True
114.1181 	EXP 	fixation: autoDraw = False
114.1181 	EXP 	grating: autoDraw = True
114.4179 	EXP 	grating: autoDraw = False
114.7397 	EXP 	New trial (rep=63, index=0): None
114.7426 	DATA 	Keypress: up
114.7513 	EXP 	fixation: autoDraw = False
114.7513 	EXP 	grating: autoDraw = False
114.7513 	EXP 	grating: ori = 0.0
114.7513 	EXP 	fixation: autoDraw = True
115.7514 	EXP 	fixation: autoDraw = False
115.7514 	EXP 	grating: autoDraw = True
116.0513 	EXP 	grating: autoDraw = False
116.1723 	EXP 	New trial (rep=64, index=0): None
116.1739 	DATA 	Keypress: up
116.1846 	EXP 	fixation: autoDraw = False
116.1846 	EXP 	grating: autoDraw = False
116.1846 	EXP 	grating: ori = 4.0
116.1846 	EXP 	fixation: autoDraw = True
117.1847 	EXP 	fixation: autoDraw = False
117.1847 	EXP 	grating: autoDraw = True
117.4846 	EXP 	grating: autoDraw = False
117.8392 	EXP 	New trial (rep=65, index=0): None
117.8413 	DATA 	Keypress: up
117.8514 	EXP 	fixation: autoDraw = False
117.8514 	EXP 	grating: autoDraw = False
117.8514 	EXP 	grating: ori = 1.0
117.8514 	EXP 	fixation: autoDraw = True
118.8514 	EXP 	fixation: autoDraw = False
118.8514 	EXP 	grating: autoDraw = True
119.1512 	EXP 	grating: autoDraw = False
120.1722 	EXP 	New trial (rep=66, index=0): None
120.1742 	DATA 	Keypress: up
120.1846 	EXP 	fixation: autoDraw = False
120.1846 	EXP 	grating: autoDraw = False
120.1846 	EXP 	grating: ori = 0.0
120.1846 	EXP 	fixation: autoDraw = True
121.1845 	EXP 	fixation: autoDraw = False
121.1845 	EXP 	grating: autoDraw = True
121.4845 	EXP 	grating: autoDraw = False
121.7222 	EXP 	New trial (rep=67, index=0): None
121.7241 	DATA 	Keypress: up
121.7346 	EXP 	fixation: autoDraw = False
121.7346 	EXP 	grating: autoDraw = False
121.7346 	EXP 	grating: ori = 0.0
121.7346 	EXP 	fixation: autoDraw = True
122.7347 	EXP 	fixation: autoDraw = False
122.7347 	EXP 	grating: autoDraw = True
123.0345 	EXP 	grating: autoDraw = False
123.4395 	EXP 	New trial (rep=68, index=0): None
123.4414 	DATA 	Keypress: up
123.4511 	EXP 	fixation: autoDraw = False
123.4511 	EXP 	grating: autoDraw = False
123.4511 	EXP 	grating: ori = 0.0
123.4511 	EXP 	fixation: autoDraw = True
124.4511 	EXP 	fixation: autoDraw = False
124.4511 	EXP 	grating: autoDraw = True
124.7511 	EXP 	grating: autoDraw = False
124.8225 	EXP 	New trial (rep=69, index=0): None
124.8242 	DATA 	Keypress: up
124.8344 	EXP 	fixation: autoDraw = False
124.8344 	EXP 	grating: autoDraw = False
124.8344 	EXP 	grating: ori = 1.0
124.8344 	EXP 	fixation: autoDraw = True
125.8348 	EXP 	fixation: autoDraw = False
125.8348 	EXP 	grating: autoDraw = True
126.1349 	EXP 	grating: autoDraw = False
126.3225 	EXP 	New trial (rep=70, index=0): None
126.3250 	DATA 	Keypress: up
126.3345 	EXP 	fixation: autoDraw = False
126.3345 	EXP 	grating: autoDraw = False
126.3345 	EXP 	grating: ori = -3.0
126.3345 	EXP 	fixation: autoDraw = True
127.3346 	EXP 	fixation: autoDraw = False
127.3346 	EXP 	grating: autoDraw = True
127.6345 	EXP 	grating: autoDraw = False
128.0395 	EXP 	New trial (rep=71, index=0): None
128.0416 	DATA 	Keypress: up
128.0511 	EXP 	fixation: autoDraw = False
128.0511 	EXP 	grating: autoDraw = False
128.0511 	EXP 	grating: ori = 2.0
128.0511 	EXP 	fixation: autoDraw = True
129.0512 	EXP 	fixation: autoDraw = False
129.0512 	EXP 	grating: autoDraw = True
129.3511 	EXP 	grating: autoDraw = False
129.5890 	EXP 	New trial (rep=72, index=0): None
129.5926 	DATA 	Keypress: up
129.6009 	EXP 	fixation: autoDraw = False
129.6009 	EXP 	grating: autoDraw = False
129.6009 	EXP 	grating: ori = -2.0
129.6009 	EXP 	fixation: autoDraw = True
130.6010 	EXP 	fixation: autoDraw = False
130.6010 	EXP 	grating: autoDraw = True
130.9012 	EXP 	grating: autoDraw = False
131.2392 	EXP 	New trial (rep=73, index=0): None
131.2415 	DATA 	Keypress: down
131.2511 	EXP 	fixation: autoDraw = False
131.2511 	EXP 	grating: autoDraw = False
131.2511 	EXP 	grating: ori = 0.0
131.2511 	EXP 	fixation: autoDraw = True
132.2512 	EXP 	fixation: autoDraw = False
132.2512 	EXP 	grating: autoDraw = True
132.5510 	EXP 	grating: autoDraw = False
132.7722 	EXP 	New trial (rep=74, index=0): None
132.7746 	DATA 	Keypress: down
132.7844 	EXP 	fixation: autoDraw = False
132.7844 	EXP 	grating: autoDraw = False
132.7844 	EXP 	grating: ori = 0.0
132.7844 	EXP 	fixation: autoDraw = True
133.7843 	EXP 	fixation: autoDraw = False
133.7843 	EXP 	grating: autoDraw = True
134.0844 	EXP 	grating: autoDraw = False
134.1888 	EXP 	New trial (rep=75, index=0): None
134.1906 	DATA 	Keypress: down
134.2011 	EXP 	fixation: autoDraw = False
134.2011 	EXP 	grating: autoDraw = False
134.2011 	EXP 	grating: ori = -2.0
134.2011 	EXP 	fixation: autoDraw = True
135.2011 	EXP 	fixation: autoDraw = False
135.2011 	EXP 	grating: autoDraw = True
135.5008 	EXP 	grating: autoDraw = False
135.6390 	EXP 	New trial (rep=76, index=0): None
135.6410 	DATA 	Keypress: down
135.6510 	EXP 	fixation: autoDraw = False
135.6510 	EXP 	grating: autoDraw = False
135.6510 	EXP 	grating: ori = 0.0
135.6510 	EXP 	fixation: autoDraw = True
136.6510 	EXP 	fixation: autoDraw = False
136.6510 	EXP 	grating: autoDraw = True
136.9509 	EXP 	grating: autoDraw = False
137.0221 	EXP 	New trial (rep=77, index=0): None
137.0247 	DATA 	Keypress: down
137.0344 	EXP 	fixation: autoDraw = False
137.0344 	EXP 	grating: autoDraw = False
137.0344 	EXP 	grating: ori = 4.0
137.0344 	EXP 	fixation: autoDraw = True
138.0344 	EXP 	fixation: autoDraw = False
138.0344 	EXP 	grating: autoDraw = True
138.3342 	EXP 	grating: autoDraw = False
138.7559 	EXP 	New trial (rep=78, index=0): None
138.7583 	DATA 	Keypress: down
138.7676 	EXP 	fixation: autoDraw = False
138.7676 	EXP 	grating: autoDraw = False
138.7676 	EXP 	grating: ori = 1.0
138.7676 	EXP 	fixation: autoDraw = True
139.7676 	EXP 	fixation: autoDraw = False
139.7676 	EXP 	grating: autoDraw = True
140.0675 	EXP 	grating: autoDraw = False
140.3722 	EXP 	New trial (rep=79, index=0): None
140.3743 	DATA 	Keypress: up
140.3841 	EXP 	fixation: autoDraw = False
140.3841 	EXP 	grating: autoDraw = False
140.3841 	EXP 	grating: ori = 0.0
140.3841 	EXP 	fixation: autoDraw = True
141.3843 	EXP 	fixation: autoDraw = False
141.3843 	EXP 	grating: autoDraw = True
141.6842 	EXP 	grating: autoDraw = False
142.0723 	EXP 	New trial (rep=80, index=0): None
142.0745 	DATA 	Keypress: down
142.0841 	EXP 	fixation: autoDraw = False
142.0841 	EXP 	grating: autoDraw = False
142.0841 	EXP 	grating: ori = -3.0
142.0841 	EXP 	fixation: autoDraw = True
143.0844 	EXP 	fixation: autoDraw = False
143.0844 	EXP 	grating: autoDraw = True
143.3841 	EXP 	grating: autoDraw = False
143.7223 	EXP 	New trial (rep=81, index=0): None
143.7244 	DATA 	Keypress: down
143.7342 	EXP 	fixation: autoDraw = False
143.7342 	EXP 	grating: autoDraw = False
143.7342 	EXP 	grating: ori = 3.0
143.7342 	EXP 	fixation: autoDraw = True
144.7340 	EXP 	fixation: autoDraw = False
144.7340 	EXP 	grating: autoDraw = True
145.0340 	EXP 	grating: autoDraw = False
145.3557 	EXP 	New trial (rep=82, index=0): None
145.3576 	DATA 	Keypress: down
145.3675 	EXP 	fixation: autoDraw = False
145.3675 	EXP 	grating: autoDraw = False
145.3675 	EXP 	grating: ori = 1.0
145.3675 	EXP 	fixation: autoDraw = True
146.3674 	EXP 	fixation: autoDraw = False
146.3674 	EXP 	grating: autoDraw = True
146.6674 	EXP 	grating: autoDraw = False
147.1402 	EXP 	New trial (rep=83, index=0): None
147.1423 	DATA 	Keypress: down
147.1509 	EXP 	fixation: autoDraw = False
147.1509 	EXP 	grating: autoDraw = False
147.1509 	EXP 	grating: ori = 0.0
147.1509 	EXP 	fixation: autoDraw = True
148.1508 	EXP 	fixation: autoDraw = False
148.1508 	EXP 	grating: autoDraw = True
148.4506 	EXP 	grating: autoDraw = False
149.0887 	EXP 	New trial (rep=84, index=0): None
149.0907 	DATA 	Keypress: down
149.1007 	EXP 	fixation: autoDraw = False
149.1007 	EXP 	grating: autoDraw = False
149.1007 	EXP 	grating: ori = 2.0
149.1007 	EXP 	fixation: autoDraw = True
150.1008 	EXP 	fixation: autoDraw = False
150.1008 	EXP 	grating: autoDraw = True
150.4007 	EXP 	grating: autoDraw = False
151.0388 	EXP 	New trial (rep=85, index=0): None
151.0409 	DATA 	Keypress: down
151.0508 	EXP 	fixation: autoDraw = False
151.0508 	EXP 	grating: autoDraw = False
151.0508 	EXP 	grating: ori = 4.0
151.0508 	EXP 	fixation: autoDraw = True
151.0870 	DATA 	Keypress: up
152.0507 	EXP 	fixation: autoDraw = False
152.0507 	EXP 	grating: autoDraw = True
152.3506 	EXP 	grating: autoDraw = False
152.9887 	EXP 	New trial (rep=86, index=0): None
152.9912 	DATA 	Keypress: up
153.0006 	EXP 	fixation: autoDraw = False
153.0006 	EXP 	grating: autoDraw = False
153.0006 	EXP 	grating: ori = -5.0
153.0006 	EXP 	fixation: autoDraw = True
154.0008 	EXP 	fixation: autoDraw = False
154.0008 	EXP 	grating: autoDraw = True
154.3006 	EXP 	grating: autoDraw = False
154.6379 	EXP 	New trial (rep=87, index=0): None
154.6397 	DATA 	Keypress: down
154.6506 	EXP 	fixation: autoDraw = False
154.6506 	EXP 	grating: autoDraw = False
154.6506 	EXP 	grating: ori = -3.0
154.6506 	EXP 	fixation: autoDraw = True
155.6506 	EXP 	fixation: autoDraw = False
155.6506 	EXP 	grating: autoDraw = True
155.9506 	EXP 	grating: autoDraw = False
156.0718 	EXP 	New trial (rep=88, index=0): None
156.0741 	DATA 	Keypress: down
156.0839 	EXP 	fixation: autoDraw = False
156.0839 	EXP 	grating: autoDraw = False
156.0839 	EXP 	grating: ori = 0.0
156.0839 	EXP 	fixation: autoDraw = True
157.0840 	EXP 	fixation: autoDraw = False
157.0840 	EXP 	grating: autoDraw = True
157.3839 	EXP 	grating: autoDraw = False
157.5886 	EXP 	New trial (rep=89, index=0): None
157.5910 	DATA 	Keypress: down
157.6004 	EXP 	fixation: autoDraw = False
157.6004 	EXP 	grating: autoDraw = False
157.6004 	EXP 	grating: ori = 0.0
157.6004 	EXP 	fixation: autoDraw = True
158.6005 	EXP 	fixation: autoDraw = False
158.6005 	EXP 	grating: autoDraw = True
158.9006 	EXP 	grating: autoDraw = False
159.7053 	EXP 	New trial (rep=90, index=0): None
159.7072 	DATA 	Keypress: up
159.7171 	EXP 	fixation: autoDraw = False
159.7171 	EXP 	grating: autoDraw = False
159.7171 	EXP 	grating: ori = -5.0
159.7171 	EXP 	fixation: autoDraw = True
160.7170 	EXP 	fixation: autoDraw = False
160.7170 	EXP 	grating: autoDraw = True
161.0170 	EXP 	grating: autoDraw = False
161.4529 	DATA 	Keypress: down
161.4714 	EXP 	New trial (rep=91, index=0): None
161.4838 	EXP 	fixation: autoDraw = False
161.4838 	EXP 	grating: autoDraw = False
161.4838 	EXP 	grating: ori = 2.0
161.4838 	EXP 	fixation: autoDraw = True
162.4838 	EXP 	fixation: autoDraw = False
162.4838 	EXP 	grating: autoDraw = True
162.7838 	EXP 	grating: autoDraw = False
162.9388 	EXP 	New trial (rep=92, index=0): None
162.9407 	DATA 	Keypress: down
162.9504 	EXP 	fixation: autoDraw = False
162.9504 	EXP 	grating: autoDraw = False
162.9504 	EXP 	grating: ori = 3.0
162.9504 	EXP 	fixation: autoDraw = True
163.9504 	EXP 	fixation: autoDraw = False
163.9504 	EXP 	grating: autoDraw = True
164.2504 	EXP 	grating: autoDraw = False
164.3549 	EXP 	New trial (rep=93, index=0): None
164.3566 	DATA 	Keypress: up
164.3670 	EXP 	fixation: autoDraw = False
164.3670 	EXP 	grating: autoDraw = False
164.3670 	EXP 	grating: ori = 0.0
164.3670 	EXP 	fixation: autoDraw = True
165.3672 	EXP 	fixation: autoDraw = False
165.3672 	EXP 	grating: autoDraw = True
165.6670 	EXP 	grating: autoDraw = False
165.8866 	DATA 	Keypress: up
165.9044 	EXP 	New trial (rep=94, index=0): None
165.9169 	EXP 	fixation: autoDraw = False
165.9169 	EXP 	grating: autoDraw = False
165.9169 	EXP 	grating: ori = 3.0
165.9169 	EXP 	fixation: autoDraw = True
166.9171 	EXP 	fixation: autoDraw = False
166.9171 	EXP 	grating: autoDraw = True
167.2169 	EXP 	grating: autoDraw = False
167.2728 	EXP 	New trial (rep=95, index=0): None
167.2754 	DATA 	Keypress: up
167.2838 	EXP 	fixation: autoDraw = False
167.2838 	EXP 	grating: autoDraw = False
167.2838 	EXP 	grating: ori = -2.0
167.2838 	EXP 	fixation: autoDraw = True
168.2837 	EXP 	fixation: autoDraw = False
168.2837 	EXP 	grating: autoDraw = True
168.5837 	EXP 	grating: autoDraw = False
168.6698 	EXP 	New trial (rep=96, index=0): None
168.6711 	DATA 	Keypress: up
168.6836 	EXP 	fixation: autoDraw = False
168.6836 	EXP 	grating: autoDraw = False
168.6836 	EXP 	grating: ori = 0.0
168.6836 	EXP 	fixation: autoDraw = True
169.6836 	EXP 	fixation: autoDraw = False
169.6836 	EXP 	grating: autoDraw = True
169.9835 	EXP 	grating: autoDraw = False
170.5216 	EXP 	New trial (rep=97, index=0): None
170.5243 	DATA 	Keypress: up
170.5338 	EXP 	fixation: autoDraw = False
170.5338 	EXP 	grating: autoDraw = False
170.5338 	EXP 	grating: ori = -2.0
170.5338 	EXP 	fixation: autoDraw = True
171.5337 	EXP 	fixation: autoDraw = False
171.5337 	EXP 	grating: autoDraw = True
171.8335 	EXP 	grating: autoDraw = False
172.0704 	EXP 	New trial (rep=98, index=0): None
172.0719 	DATA 	Keypress: up
172.0834 	EXP 	fixation: autoDraw = False
172.0834 	EXP 	grating: autoDraw = False
172.0834 	EXP 	grating: ori = 2.0
172.0834 	EXP 	fixation: autoDraw = True
173.0837 	EXP 	fixation: autoDraw = False
173.0837 	EXP 	grating: autoDraw = True
173.3836 	EXP 	grating: autoDraw = False
173.7214 	EXP 	New trial (rep=99, index=0): None
173.7263 	DATA 	Keypress: down
173.7337 	EXP 	fixation: autoDraw = False
173.7337 	EXP 	grating: autoDraw = False
173.7337 	EXP 	grating: ori = 1.0
173.7337 	EXP 	fixation: autoDraw = True
174.7335 	EXP 	fixation: autoDraw = False
174.7335 	EXP 	grating: autoDraw = True
175.0336 	EXP 	grating: autoDraw = False
175.3216 	DATA 	Keypress: up
175.3335 	EXP 	fixation: autoDraw = False
175.3335 	EXP 	grating: autoDraw = False
175.5613 	EXP 	window1: mouseVisible = True
